time,band,bandset,e_fluxdensity,e_magnitude,fluxdensity,magnitude,system,telescope,source,u_fluxdensity,u_time,upperlimit
58679.4019907,orange,,,,,17.9,,ATLAS1,2,,MJD,True
58685.5719907,orange,,,0.059,,17.402,,ATLAS1,2,,MJD,
