time,band,bandset,e_fluxdensity,e_magnitude,fluxdensity,magnitude,system,telescope,source,u_fluxdensity,u_time,upperlimit
57830.2589931,G,,,,,21.5,,Gaia,3,,MJD,True
57959.015,G,,,0.2,,17.96,,Gaia,3,,MJD,
57959.016,G,,,0.0,,18.00,,GAIA,2,,MJD,
57959.192,G,,,0.0,,18.01,,GAIA,2,,MJD,
57984.516,G,,,0.0,,19.00,,GAIA,2,,MJD,
58013.185,G,,,0.0,,20.14,,GAIA,2,,MJD,
58013.259,G,,,0.0,,20.26,,GAIA,2,,MJD,
