time,band,bandset,e_fluxdensity,e_magnitude,fluxdensity,magnitude,system,telescope,source,u_fluxdensity,u_time,upperlimit
58266.2579977,orange,,,,,14.91,,ATLAS1,2,,MJD,True
58270.2539931,orange,,,0.121,,18.106,,ATLAS1,2,,MJD,
